id,class,name,h27,h22,inc,inc_rate,area,density,family_h27,family_h22,family_inc,family_rate
04205,2,気仙沼市,64988,73489,-8501,-11.5677176176,332.44,195.5,24152,25457,-1305,-5.1262913933
04206,2,白石市,35272,37422,-2150,-5.7452835231,286.48,123.1,12585,12532,53,0.4229173316
04207,2,名取市,76668,73134,3534,4.8322257773,98.17,781,27529,25124,2405,9.5725202993
04208,2,角田市,30180,31336,-1156,-3.6890477406,147.53,204.6,10398,10082,316,3.1342987502
04209,2,多賀城市,62096,63060,-964,-1.5287028227,19.69,3153.7,24097,24079,18,0.074753935
04211,2,岩沼市,44678,44187,491,1.1111865481,60.45,739.1,16631,15519,1112,7.1654101424
04212,2,登米市,81959,83969,-2010,-2.3937405471,536.12,152.9,26196,25002,1194,4.7756179506
04213,2,栗原市,69906,74932,-5026,-6.7074147227,804.97,86.8,23133,23407,-274,-1.1705899944
04214,2,東松島市,39503,42903,-3400,-7.9248537398,101.36,389.7,13868,14013,-145,-1.0347534432
04215,2,大崎市,133391,135147,-1756,-1.2993259192,796.76,167.4,48307,46146,2161,4.6829627703
04301,3,蔵王町,12316,12882,-566,-4.393727682,152.83,80.6,3923,3890,33,0.8483290488
04302,3,七ヶ宿町,1461,1694,-233,-13.7544273908,263.09,5.6,567,622,-55,-8.8424437299
04321,3,大河原町,23798,23530,268,1.1389715257,24.99,952.3,9099,8641,458,5.3003124638
04322,3,村田町,11501,11995,-494,-4.1183826594,78.38,146.7,3764,3630,134,3.6914600551
04323,3,柴田町,39525,39341,184,0.4677054472,54.03,731.5,15121,14490,631,4.3547273982
04324,3,川崎町,9167,9978,-811,-8.1278813389,270.77,33.9,2880,2887,-7,-0.2424662279
04341,3,丸森町,13972,15501,-1529,-9.8638797497,273.3,51.1,4547,4649,-102,-2.1940202194
04361,3,亘理町,33589,34845,-1256,-3.6045343665,73.6,456.4,11334,10903,431,3.9530404476
04362,3,山元町,12315,16704,-4389,-26.2751436782,64.58,190.7,4429,5235,-806,-15.3963705826
04401,3,松島町,14421,15085,-664,-4.4017235665,53.56,269.2,5112,5137,-25,-0.4866653689
04404,3,七ヶ浜町,18652,20416,-1764,-8.6402821317,13.19,1414.1,6167,6415,-248,-3.865939205
04406,3,利府町,35835,33994,1841,5.4156615873,44.89,798.3,12191,10818,1373,12.6918099464
04421,3,大和町,28244,24894,3350,13.4570579256,225.49,125.3,10177,8056,2121,26.3282025819
04422,3,大郷町,8370,8927,-557,-6.2394981517,82.01,102.1,2421,2423,-2,-0.0825423029
04423,3,富谷町,51591,47042,4549,9.6700820543,49.18,1049,17494,15399,2095,13.6047795311
04424,3,大衡村,5703,5334,369,6.9178852643,60.32,94.5,1755,1490,265,17.7852348993
04444,3,色麻町,7238,7431,-193,-2.5972278294,109.28,66.2,1974,1923,51,2.6521060842
04445,3,加美町,23743,25527,-1784,-6.988678654,460.67,51.5,7564,7597,-33,-0.4343819929
04501,3,涌谷町,16701,17494,-793,-4.5329827369,82.16,203.3,5476,5496,-20,-0.3639010189
04505,3,美里町,24852,25190,-338,-1.3418023025,74.95,331.6,8343,8010,333,4.1573033708
04581,3,女川町,6334,10051,-3717,-36.9813948861,65.35,96.9,3154,3968,-814,-20.5141129032
04606,3,南三陸町,12370,17429,-5059,-29.026335418,163.4,75.7,4041,5295,-1254,-23.6827195467
05201,2,秋田市,315814,323600,-7786,-2.4060568603,906.09,348.5,135318,131318,4000,3.0460409083
05202,2,能代市,54730,59084,-4354,-7.3691693183,426.95,128.2,22371,22806,-435,-1.9073927914
05203,2,横手市,92197,98367,-6170,-6.2724287617,692.8,133.1,31463,31807,-344,-1.0815229352
05204,2,大館市,74175,78946,-4771,-6.0433714184,913.22,81.2,28242,28565,-323,-1.1307544197
05206,2,男鹿市,28375,32294,-3919,-12.1353811854,241.09,117.7,11147,11625,-478,-4.111827957
05207,2,湯沢市,46613,50849,-4236,-8.3305473067,790.91,58.9,16384,16855,-471,-2.7944230199
05209,2,鹿角市,32038,34473,-2435,-7.0634989702,707.52,45.3,11508,11863,-355,-2.9924976819
05210,2,由利本荘市,79927,85229,-5302,-6.2208872567,1209.6,66.1,28349,28648,-299,-1.0437028763
05211,2,潟上市,33083,34442,-1359,-3.9457638929,97.73,338.5,12023,11936,87,0.7288873995
05212,2,大仙市,82783,88301,-5518,-6.2490798519,866.77,95.5,28198,28354,-156,-0.5501869225
05213,2,北秋田市,33224,36387,-3163,-8.6926649628,1152.76,28.8,12222,12837,-615,-4.7908389811
05214,2,にかほ市,25324,27544,-2220,-8.0598315423,241.13,105,8804,9203,-399,-4.3355427578
05215,2,仙北市,27523,29568,-2045,-6.9162608225,1093.56,25.2,9594,9859,-265,-2.6878993813
05303,3,小坂町,5339,6054,-715,-11.8103733069,201.7,26.5,2168,2390,-222,-9.2887029289
05327,3,上小阿仁村,2381,2727,-346,-12.6879354602,256.72,9.3,918,1008,-90,-8.9285714286
05346,3,藤里町,3359,3848,-489,-12.7079002079,282.13,11.9,1215,1322,-107,-8.0937972769
05348,3,三種町,17078,18876,-1798,-9.5253231617,247.98,68.9,6010,6294,-284,-4.5122338735
05349,3,八峰町,7309,8220,-911,-11.0827250608,234.14,31.2,2706,2870,-164,-5.7142857143
05361,3,五城目町,9463,10516,-1053,-10.0133130468,214.92,44,3573,3733,-160,-4.2860969729
05363,3,八郎潟町,6080,6623,-543,-8.1987014948,17,357.6,2220,2303,-83,-3.6039947894
05366,3,井川町,4986,5493,-507,-9.2299290005,47.95,104,1563,1604,-41,-2.5561097257
05368,3,大潟村,3110,3218,-108,-3.3561218148,170.11,18.3,796,804,-8,-0.9950248756
05434,3,美郷町,20279,21674,-1395,-6.4362831042,168.34,120.5,6152,6291,-139,-2.209505643
05463,3,羽後町,15319,16792,-1473,-8.772034302,230.78,66.4,4807,4966,-159,-3.2017720499
05464,3,東成瀬村,2610,2872,-262,-9.1225626741,203.69,12.8,809,875,-66,-7.5428571429
06201,2,山形市,253832,254244,-412,-0.1620490552,381.3,665.7,100303,96560,3743,3.8763463132
06202,2,米沢市,85953,89401,-3448,-3.8567801255,548.51,156.7,32997,33013,-16,-0.0484657559
06203,2,鶴岡市,129652,136623,-6971,-5.1023619742,1311.53,98.9,45339,45514,-175,-0.3844970778
06204,2,酒田市,106244,111151,-4907,-4.4147151173,602.97,176.2,39320,38955,365,0.936978565
06205,2,新庄市,36894,38850,-1956,-5.0347490347,222.85,165.6,12961,12980,-19,-0.1463790447
06206,2,寒河江市,41256,42373,-1117,-2.6361126189,139.03,296.7,13086,12717,369,2.9016277424
06207,2,上山市,31569,33836,-2267,-6.6999645348,240.93,131,10694,10751,-57,-0.5301832388
06208,2,村山市,24684,26811,-2127,-7.9333109545,196.98,125.3,7713,7865,-152,-1.9326128417
06209,2,長井市,27757,29473,-1716,-5.8222780172,214.67,129.3,9109,9269,-160,-1.7261840544
06210,2,天童市,62194,62214,-20,-0.0321471052,113.01,550.3,21428,20404,1024,5.0186237993
06211,2,東根市,47768,46414,1354,2.9172232516,206.94,230.8,15473,14388,1085,7.5410063942
06212,2,尾花沢市,16953,18955,-2002,-10.5618570298,372.53,45.5,5109,5332,-223,-4.1822955739
06213,2,南陽市,32285,33658,-1373,-4.0792679304,160.52,201.1,10705,10567,138,1.3059524936
06301,3,山辺町,14369,15139,-770,-5.0862012022,61.45,233.8,4440,4419,21,0.4752206382
06302,3,中山町,11363,12015,-652,-5.4265501457,31.15,364.8,3427,3423,4,0.1168565586
06321,3,河北町,18952,19959,-1007,-5.0453429531,52.45,361.3,5865,5740,125,2.1777003484
06322,3,西川町,5636,6270,-634,-10.1116427432,393.19,14.3,1785,1853,-68,-3.6697247706
06323,3,朝日町,7119,7856,-737,-9.3813645621,196.81,36.2,2242,2311,-69,-2.9857204673
06324,3,大江町,8472,9227,-755,-8.1825078574,154.08,55,2632,2691,-59,-2.1924934968
06341,3,大石田町,7357,8160,-803,-9.8406862745,79.54,92.5,2143,2227,-84,-3.7718904356
06361,3,金山町,5829,6365,-536,-8.4210526316,161.67,36.1,1643,1703,-60,-3.5231943629
06362,3,最上町,8902,9847,-945,-9.5968315223,330.37,26.9,2665,2764,-99,-3.5817655572
06363,3,舟形町,5631,6164,-533,-8.6469824789,119.04,47.3,1621,1652,-31,-1.8765133172
06364,3,真室川町,8137,9165,-1028,-11.2165848336,374.22,21.7,2478,2631,-153,-5.8152793615
06365,3,大蔵村,3412,3762,-350,-9.3035619351,211.63,16.1,1016,1045,-29,-2.7751196172
06366,3,鮭川村,4317,4862,-545,-11.2093788564,122.14,35.3,1224,1300,-76,-5.8461538462
06367,3,戸沢村,4773,5304,-531,-10.0113122172,261.31,18.3,1390,1451,-61,-4.2039972433
06381,3,高畠町,23882,25025,-1143,-4.5674325674,180.26,132.5,7218,7241,-23,-0.3176356857
06382,3,川西町,15751,17313,-1562,-9.0221221048,166.6,94.5,4553,4710,-157,-3.3333333333
06401,3,小国町,7868,8862,-994,-11.2164296998,737.56,10.7,2845,3036,-191,-6.2911725955
06402,3,白鷹町,14175,15314,-1139,-7.4376387619,157.71,89.9,4405,4465,-60,-1.3437849944
06403,3,飯豊町,7304,7943,-639,-8.0448193378,329.41,22.2,2198,2235,-37,-1.6554809843
06426,3,三川町,7728,7731,-3,-0.0388048118,33.22,232.6,2223,2140,83,3.8785046729
06428,3,庄内町,21666,23158,-1492,-6.4426979877,249.17,87,6637,6648,-11,-0.1654632972
06461,3,遊佐町,14207,15480,-1273,-8.2235142119,208.39,68.2,4509,4608,-99,-2.1484375
07201,2,福島市,294247,292590,1657,0.5663214737,767.72,383.3,122269,113074,9195,8.131842864
07202,2,会津若松市,124062,126220,-2158,-1.7097131992,382.97,323.9,49431,47891,1540,3.2156355056
07203,2,郡山市,335444,338712,-3268,-0.9648314793,757.2,443,138310,131740,6570,4.9870957947
07204,2,いわき市,350237,342249,7988,2.3339732183,1232.02,284.3,141069,128722,12347,9.5919889374
07205,2,白河市,61913,64704,-2791,-4.3134891197,305.32,202.8,23004,22726,278,1.223268503
07207,2,須賀川市,77441,79267,-1826,-2.3036067973,279.43,277.1,26345,25792,553,2.1440756824
07208,2,喜多方市,49377,52356,-2979,-5.689892276,554.63,89,16752,16983,-231,-1.3601837131
07209,2,相馬市,38556,37817,739,1.9541476056,197.79,194.9,15209,13227,1982,14.9845013987
07210,2,二本松市,58162,59871,-1709,-2.8544704448,344.42,168.9,19810,18364,1446,7.8741015029
07211,2,田村市,38503,40422,-1919,-4.7474147741,458.33,84,12734,11933,801,6.7124780022
07212,2,南相馬市,57797,70878,-13081,-18.455656198,398.58,145,25944,23640,2304,9.7461928934
07213,2,伊達市,62400,66027,-3627,-5.4932073243,265.12,235.4,21624,20870,754,3.6128413991
07214,2,本宮市,30924,31489,-565,-1.7942773667,88.02,351.3,10049,9538,511,5.3575172992
07301,3,桑折町,12271,12853,-582,-4.5281257294,42.97,285.6,4276,4055,221,5.4500616523
07303,3,国見町,9512,10086,-574,-5.6910569106,37.95,250.6,3291,3204,87,2.7153558052
07308,3,川俣町,14452,15569,-1117,-7.1745134562,127.7,113.2,5515,5179,336,6.4877389457
07322,3,大玉村,8679,8574,105,1.2246326102,79.44,109.3,2619,2253,366,16.2450066578
07342,3,鏡石町,12486,12815,-329,-2.5673039407,31.3,398.9,4205,4076,129,3.1648675172
07344,3,天栄村,5611,6291,-680,-10.8090923542,225.52,24.9,1638,1669,-31,-1.8573996405
07362,3,下郷町,5800,6461,-661,-10.230614456,317.04,18.3,2002,2103,-101,-4.8026628626
07364,3,檜枝岐村,615,636,-21,-3.3018867925,390.46,1.6,257,221,36,16.2895927602
07367,3,只見町,4470,4932,-462,-9.3673965937,747.56,6,1762,1851,-89,-4.8082117774
07368,3,南会津町,16264,17864,-1600,-8.9565606807,886.47,18.3,6246,6507,-261,-4.0110650069
07402,3,北塩原村,2831,3185,-354,-11.114599686,234.08,12.1,1008,1052,-44,-4.1825095057
07405,3,西会津町,6582,7366,-784,-10.6434971491,298.18,22.1,2531,2653,-122,-4.5985676593
07407,3,磐梯町,3579,3761,-182,-4.839138527,59.77,59.9,1117,1131,-14,-1.2378426172
07408,3,猪苗代町,15037,15805,-768,-4.8592217653,394.85,38.1,4939,4954,-15,-0.3027856278
07421,3,会津坂下町,16303,17360,-1057,-6.0887096774,91.59,178,5391,5371,20,0.3723701359
07422,3,湯川村,3206,3364,-158,-4.6967895363,16.37,195.8,906,915,-9,-0.9836065574
07423,3,柳津町,3536,4009,-473,-11.7984534797,175.82,20.1,1207,1259,-52,-4.1302621128
07444,3,三島町,1668,1926,-258,-13.3956386293,90.81,18.4,674,747,-73,-9.7724230254
07445,3,金山町,2189,2462,-273,-11.0885458976,293.92,7.4,956,1042,-86,-8.2533589251
07446,3,昭和村,1322,1500,-178,-11.8666666667,209.46,6.3,616,646,-30,-4.6439628483
07447,3,会津美里町,20913,22737,-1824,-8.0221665127,276.33,75.7,6710,6806,-96,-1.4105201293
07461,3,西郷村,20322,19767,555,2.8077098194,192.06,105.8,7458,6711,747,11.1309789897
07464,3,泉崎村,6495,6802,-307,-4.5133784181,35.43,183.3,2059,2006,53,2.6420737787
07465,3,中島村,5001,5154,-153,-2.9685681024,18.92,264.3,1395,1387,8,0.5767844268
07466,3,矢吹町,17370,18407,-1037,-5.6337262998,60.4,287.6,5846,5943,-97,-1.6321723036
07481,3,棚倉町,14295,15062,-767,-5.0922852211,159.93,89.4,4753,4708,45,0.9558198811
07482,3,矢祭町,5950,6348,-398,-6.2696912413,118.27,50.3,1921,1932,-11,-0.5693581781
07483,3,塙町,9157,9884,-727,-7.3553217321,211.41,43.3,3043,3086,-43,-1.393389501
07484,3,鮫川村,3577,3989,-412,-10.3284031085,131.34,27.2,1064,1106,-42,-3.7974683544
07501,3,石川町,15880,17775,-1895,-10.6610407876,115.71,137.2,5244,5370,-126,-2.3463687151
07502,3,玉川村,6777,7231,-454,-6.2785230259,46.67,145.2,1974,1923,51,2.6521060842
07503,3,平田村,6505,6921,-416,-6.0106920965,93.42,69.6,1989,2008,-19,-0.9462151394
07504,3,浅川町,6577,6888,-311,-4.5150987224,37.43,175.7,2055,2029,26,1.2814194184
07505,3,古殿町,5373,6030,-657,-10.8955223881,163.29,32.9,1661,1728,-67,-3.8773148148
07521,3,三春町,18304,18191,113,0.6211863009,72.76,251.6,6230,5502,728,13.2315521628
07522,3,小野町,10475,11202,-727,-6.4899125156,125.18,83.7,3425,3495,-70,-2.0028612303
07541,3,広野町,4319,5418,-1099,-20.2842377261,58.69,73.6,2435,1810,625,34.5303867403
07542,3,楢葉町,975,7700,-6725,-87.3376623377,103.64,9.4,839,2576,-1737,-67.4301242236
07543,3,富岡町,0,16001,-16001,-100,68.39,0,0,6141,-6141,-100
07544,3,川内村,2021,2820,-799,-28.3333333333,197.35,10.2,1082,950,132,13.8947368421
07545,3,大熊町,0,11515,-11515,-100,78.71,0,0,3955,-3955,-100
07546,3,双葉町,0,6932,-6932,-100,51.42,0,0,2393,-2393,-100
07547,3,浪江町,0,20905,-20905,-100,223.14,0,0,7176,-7176,-100
07548,3,葛尾村,18,1531,-1513,-98.8242978445,84.37,0.2,9,470,-461,-98.085106383
07561,3,新地町,8218,8224,-6,-0.0729571984,46.53,176.6,2699,2461,238,9.6708655018
07564,3,飯舘村,41,6209,-6168,-99.3396682235,230.13,0.2,1,1734,-1733,-99.9423298731
08201,2,水戸市,270783,268750,2033,0.7564651163,217.32,1246,117590,112099,5491,4.898348781
08202,2,日立市,185054,193129,-8075,-4.1811431737,225.74,819.8,78625,77965,660,0.846533701
08203,2,土浦市,140804,143839,-3035,-2.1099979839,122.89,1145.8,57257,56663,594,1.0483031255
08204,2,古河市,140946,142995,-2049,-1.4329172349,123.58,1140.5,52571,50465,2106,4.1731893391
08205,2,石岡市,76020,79687,-3667,-4.6017543639,215.53,352.7,27288,27094,194,0.7160256883
08207,2,結城市,51594,52494,-900,-1.714481655,65.76,784.6,18267,17466,801,4.5860529028
08208,2,龍ケ崎市,78342,80334,-1992,-2.4796474718,78.55,997.4,30472,30092,380,1.2627940981
08210,2,下妻市,43293,44987,-1694,-3.7655322649,80.88,535.3,15036,14890,146,0.9805238415
08211,2,常総市,61483,65320,-3837,-5.8741579914,123.64,497.3,20600,20685,-85,-0.4109257916
08212,2,常陸太田市,52294,56250,-3956,-7.0328888889,371.99,140.6,19436,19801,-365,-1.8433412454
08214,2,高萩市,29638,31017,-1379,-4.4459489957,193.58,153.1,11751,11661,90,0.7718034474
08215,2,北茨城市,44412,47026,-2614,-5.5586271424,186.8,237.8,16871,16966,-95,-0.5599434162
08216,2,笠間市,76739,79409,-2670,-3.3623392814,240.4,319.2,28202,27946,256,0.9160523867
08217,2,取手市,106570,109651,-3081,-2.8098238958,69.94,1523.7,43477,42614,863,2.025156052
08219,2,牛久市,84317,81684,2633,3.223397483,58.92,1431,33223,31569,1654,5.2393170515
08220,2,つくば市,226963,214590,12373,5.7658791183,283.72,800,98190,87477,10713,12.2466476903
08221,2,ひたちなか市,155689,157060,-1371,-0.8729148096,99.93,1558,61104,60268,836,1.3871374527
08222,2,鹿嶋市,67879,66093,1786,2.7022528861,106.02,640.2,27450,25199,2251,8.9328941625
08223,2,潮来市,29111,30534,-1423,-4.6603785944,71.4,407.7,10547,10384,163,1.5697226502
08224,2,守谷市,64753,62482,2271,3.6346467783,35.71,1813.3,24867,22854,2013,8.8080861118
08225,2,常陸大宮市,42587,45178,-2591,-5.7350923016,348.45,122.2,16005,16087,-82,-0.5097283521
08226,2,那珂市,54276,54240,36,0.0663716814,97.82,554.9,20025,18889,1136,6.0140822701
08227,2,筑西市,104573,108527,-3954,-3.6433329955,205.3,509.4,35683,35188,495,1.4067295669
08228,2,坂東市,54087,56114,-2027,-3.6122892683,123.03,439.6,17327,16763,564,3.3645528843
08229,2,稲敷市,42810,46895,-4085,-8.7109499947,205.81,208,14453,14809,-356,-2.4039435478
08230,2,かすみがうら市,42147,43553,-1406,-3.2282506372,156.6,269.1,15142,14730,412,2.7970128988
08231,2,桜川市,42632,45673,-3041,-6.6582006875,180.06,236.8,13585,13632,-47,-0.3447769953
08232,2,神栖市,94522,94795,-273,-0.2879898729,146.94,643.3,37221,35901,1320,3.6767778056
08233,2,行方市,34909,37611,-2702,-7.1840684906,222.48,156.9,11115,11346,-231,-2.0359598096
08234,2,鉾田市,48147,50156,-2009,-4.0055028312,207.61,231.9,17430,16810,620,3.6882807852
08235,2,つくばみらい市,49136,44461,4675,10.5148332246,79.16,620.7,18137,15273,2864,18.7520460944
08236,2,小美玉市,50911,52279,-1368,-2.6167294707,144.74,351.7,17491,17207,284,1.6504910792
08302,3,茨城町,32921,34513,-1592,-4.6127546142,121.58,270.8,11356,11187,169,1.5106820417
08309,3,大洗町,16886,18328,-1442,-7.8677433435,23.74,711.3,6661,7021,-360,-5.1274747187
08310,3,城里町,19800,21491,-1691,-7.8684100321,161.8,122.4,7066,7142,-76,-1.0641276953
08341,3,東海村,37713,37438,275,0.7345477857,37.98,993,14494,14113,381,2.699638631
08364,3,大子町,18053,20073,-2020,-10.0632690679,325.76,55.4,6733,7140,-407,-5.700280112
08442,3,美浦村,15842,17299,-1457,-8.4224521649,66.61,237.8,5958,6305,-347,-5.5035685964
08443,3,阿見町,47535,47940,-405,-0.8448060075,71.4,665.8,18801,17969,832,4.6301964494
08447,3,河内町,9168,10172,-1004,-9.8702320094,44.3,207,2950,3004,-54,-1.7976031957
08521,3,八千代町,22021,23106,-1085,-4.6957500216,58.99,373.3,6799,6756,43,0.6364712848
08542,3,五霞町,8786,9410,-624,-6.6312433581,23.11,380.2,2894,2927,-33,-1.127434233
08546,3,境町,24517,25714,-1197,-4.6550517228,46.59,526.2,8061,7923,138,1.7417644832
08564,3,利根町,16313,17473,-1160,-6.6388141704,24.9,655.1,6138,6131,7,0.1141738705
09201,2,宇都宮市,518594,511739,6855,1.3395500441,416.85,1244.1,217419,210482,6937,3.2957687593
09202,2,足利市,149452,154530,-5078,-3.2860933152,177.76,840.8,60186,59134,1052,1.7790103832
09203,2,栃木市,159211,164024,-4813,-2.9343266839,331.5,480.3,57838,56489,1349,2.3880755545
09204,2,佐野市,118919,121249,-2330,-1.9216653333,356.04,334,46390,45178,1212,2.6827216787
09205,2,鹿沼市,98374,102348,-3974,-3.8828311252,490.64,200.5,35079,34999,80,0.2285779594
09206,2,日光市,83386,90066,-6680,-7.4167832478,1449.83,57.5,32658,33926,-1268,-3.7375464246
09208,2,小山市,166760,164454,2306,1.4022158172,171.76,970.9,65792,62844,2948,4.6909808414
09209,2,真岡市,79539,82289,-2750,-3.3418804457,167.34,475.3,27949,27577,372,1.3489502121
09210,2,大田原市,75457,77729,-2272,-2.9229759807,354.36,212.9,28753,28075,678,2.4149599288
09211,2,矢板市,33354,35343,-1989,-5.6277056277,170.46,195.7,12342,12438,-96,-0.7718282682
